Date,Opponent,Score,DR,A%,DF%,1stIn,1st%,2nd%,Player,Ret_TPW,Ret_RPW,Ret_vA%,Ret_v1st%,Ret_v2nd%,Ret_BPCnv,Ret_Time,Total_Games,Surface_Carpet,Surface_Clay,Surface_Grass,Surface_Hard,Rd_BR,Rd_F,Rd_Q1,Rd_Q2,Rd_Q3,Rd_QF,Rd_R128,Rd_R16,Rd_R32,Rd_R64,Rd_RR,Rd_SF
2021-06-28,Felipe Meligeni Alves,6-4 6-2,1.41,6.1%,0.03,0.5760000000000001,0.8420000000000001,0.39299999999999996,Francisco Cerundolo,0.579,0.491,0.0,0.47100000000000003,0.524,0.5,1.15,18,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-06-28,Radu Albot,6-4 6-4 6-1,1.38,7.0%,0.02,0.64,0.672,0.556,James Duckworth,0.57,0.51,0.04,0.40399999999999997,0.6509999999999999,0.46,2.1,27,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-06-28,Tomas Machac,7-6(6) 6-4 7-6(4),1.19,10.3%,0.009000000000000001,0.629,0.7809999999999999,0.628,Christopher Oconnell,0.523,0.32799999999999996,0.025,0.33299999999999996,0.31,0.22,2.45,36,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-06-28,Gael Monfils,4-6 6-2 7-6(5) 4-6 6-4,0.89,1.2%,0.018000000000000002,0.645,0.6920000000000001,0.508,Christopher Oconnell,0.479,0.33299999999999996,0.083,0.23399999999999999,0.508,0.33,3.42,51,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-06-28,Antoine Hoang,4-6 7-6(5) 6-7(5) 6-3 6-2,0.85,7.6%,0.006,0.649,0.748,0.483,Zhizhen Zhang,0.483,0.295,0.038,0.237,0.452,0.5,3.68,53,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-06-28,Francisco Cerundolo,6-0 6-3 6-7(4) 7-6(6),1.32,8.6%,0.016,0.727,0.742,0.457,Zhizhen Zhang,0.556,0.44299999999999995,0.033,0.41,0.5,0.7,2.33,41,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-06-28,Alejandro Tabilo,7-6(5) 7-6(5),1.14,14.1%,0.024,0.718,0.6890000000000001,0.45799999999999996,Zhizhen Zhang,0.519,0.429,0.102,0.387,0.5,1.0,1.83,26,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-06-28,Goncalo Oliveira,6-1 6-2,0.59,9.3%,0.047,0.512,0.455,0.524,Nuno Borges,0.385,0.302,0.057,0.313,0.28600000000000003,0.0,1.17,15,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2021-06-28,Alexei Popyrin,6-4 6-4 6-4,1.46,6.7%,0.022000000000000002,0.622,0.732,0.735,Kei Nishikori,0.5529999999999999,0.39,0.1,0.298,0.512,0.27,1.97,30,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-06-28,Kevin Anderson,6-3 6-3 6-3,2.12,12.5%,0.013999999999999999,0.639,0.848,0.6920000000000001,Novak Djokovic,0.611,0.442,0.14300000000000002,0.33299999999999996,0.594,0.5,1.68,27,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-06-28,Jack Draper,4-6 6-1 6-2 6-2,2.51,30.9%,0.012,0.778,0.873,0.667,Novak Djokovic,0.604,0.434,0.038,0.3,0.609,0.4,2.0,33,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-06-28,Sebastian Korda,6-3 6-4 6-7(5) 7-6(5),0.78,1.8%,0.043,0.628,0.66,0.541,Alex De Minaur,0.469,0.301,0.07,0.23600000000000002,0.40700000000000003,0.22,3.42,45,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-06-28,Damir Dzumhur,6-4 6-4,0.57,8.1%,0.0,0.5,0.645,0.5479999999999999,Quentin Halys,0.43,0.231,0.0,0.278,0.125,0.33,1.17,20,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-06-28,Ulises Blanch,6-3 3-6 6-1,1.37,11.5%,0.09,0.5770000000000001,0.889,0.455,Quentin Halys,0.5589999999999999,0.405,0.013999999999999999,0.311,0.552,0.75,1.53,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2021-06-28,Jordan Thompson,7-5 6-4 5-7 6-3,0.82,3.8%,0.038,0.7,0.637,0.5379999999999999,Kei Nishikori,0.469,0.32299999999999995,0.105,0.188,0.568,1.0,3.08,43,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-06-28,Zhizhen Zhang,6-0 6-3 6-7(4) 7-6(6),0.76,3.3%,0.08199999999999999,0.639,0.59,0.5,Francisco Cerundolo,0.444,0.336,0.086,0.258,0.5429999999999999,0.25,2.33,41,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-06-28,Roberto Marcora,3-6 6-3 6-2,1.18,5.0%,0.025,0.675,0.7040000000000001,0.615,Francisco Cerundolo,0.524,0.384,0.047,0.32799999999999996,0.5,0.4,1.8,26,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-06-28,Juan Pablo Varillas,6-1 6-1,2.51,5.3%,0.0,0.605,0.9129999999999999,0.5329999999999999,Zhizhen Zhang,0.675,0.595,0.0,0.519,0.733,0.62,0.8,14,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-06-28,Ramkumar Ramanathan,6-3 6-4,0.56,2.1%,0.064,0.617,0.759,0.556,Tomas Martin Etcheverry,0.423,0.18,0.12,0.182,0.179,0.0,0.98,19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-06-28,Paolo Lorenzi,7-5 6-3,1.26,7.4%,0.049,0.605,0.7759999999999999,0.469,Botic Van De Zandschulp,0.5589999999999999,0.435,0.0,0.324,0.5710000000000001,0.6,1.53,21,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-06-28,Cem Ilkel,6-1 6-4,1.47,1.8%,0.0,0.807,0.7170000000000001,0.364,Tomas Martin Etcheverry,0.581,0.517,0.0,0.345,0.677,0.42,1.35,17,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-06-28,Marco Trungelliti,6-3 4-6 7-6(5) 7-5,1.04,11.4%,0.033,0.675,0.7829999999999999,0.4,Botic Van De Zandschulp,0.489,0.35700000000000004,0.051,0.27699999999999997,0.47600000000000003,0.17,3.23,44,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-06-28,Altug Celikbilek,6-2 6-3,2.23,11.9%,0.024,0.5710000000000001,0.875,0.667,Botic Van De Zandschulp,0.596,0.478,0.09,0.444,0.516,0.44,1.15,17,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-06-28,Matteo Berrettini,6-3 6-4 7-6(4),0.81,7.1%,0.04,0.535,0.755,0.565,Botic Van De Zandschulp,0.46299999999999997,0.26899999999999996,0.192,0.17,0.373,0.0,2.25,32,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-06-28,Gregoire Barrere,6-2 6-7(4) 6-1 7-6(3),1.3,10.9%,0.062,0.605,0.769,0.5489999999999999,Botic Van De Zandschulp,0.546,0.41200000000000003,0.031,0.341,0.5429999999999999,0.37,2.67,41,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-06-28,Peter Polansky,1-6 6-1 6-2,0.86,8.2%,0.08199999999999999,0.63,0.674,0.29600000000000004,Alejandro Tabilo,0.466,0.4,0.08,0.275,0.5429999999999999,0.38,1.52,22,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2021-06-28,Daniil Medvedev,6-4 6-1 4-6 7-6(3),0.71,6.4%,0.027999999999999997,0.617,0.747,0.389,Jan Lennard Struff,0.45899999999999996,0.276,0.138,0.175,0.396,0.2,2.52,40,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-06-28,Alexandre Muller,6-2 6-4,2.01,10.9%,0.087,0.5429999999999999,0.92,0.619,Alejandro Tabilo,0.5820000000000001,0.43799999999999994,0.047,0.317,0.652,0.75,1.08,18,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-06-28,Albert Ramos,7-6(4) 6-2 6-4,1.38,6.3%,0.052000000000000005,0.615,0.831,0.514,Fabio Fognini,0.5539999999999999,0.402,0.031,0.373,0.447,0.57,1.95,31,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-06-28,Alex Molcan,6-2 7-6(2),0.81,2.9%,0.043,0.594,0.659,0.321,Damir Dzumhur,0.456,0.38799999999999996,0.015,0.349,0.45799999999999996,0.27,1.53,21,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-06-28,Miomir Kecmanovic,6-3 6-3 6-7(3) 3-6 6-3,1.07,5.7%,0.031,0.642,0.6859999999999999,0.561,Roberto Bautista Agut,0.513,0.384,0.063,0.284,0.531,0.54,3.55,49,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-06-28,John Millman,6-2 3-6 6-3 7-6(4),1.16,2.7%,0.009000000000000001,0.607,0.691,0.591,Roberto Bautista Agut,0.526,0.405,0.078,0.315,0.5579999999999999,0.71,3.05,39,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-06-28,Marton Fucsovics,5-7 6-3 7-5 6-3,0.89,1.5%,0.038,0.568,0.653,0.42100000000000004,Jannik Sinner,0.47200000000000003,0.396,0.043,0.243,0.569,0.5,3.07,42,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-06-28,Daniel Masur,6-7(2) 6-3 6-4 6-4,1.19,10.7%,0.046,0.6409999999999999,0.81,0.489,Soon Woo Kwon,0.536,0.364,0.083,0.287,0.512,0.4,2.57,42,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-06-28,Marcos Giron,6-3 6-2 6-4,1.84,16.2%,0.013999999999999999,0.581,0.8370000000000001,0.677,Hubert Hurkacz,0.568,0.42200000000000004,0.049,0.313,0.605,0.31,1.73,27,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-06-28,Quentin Halys,6-4 6-4,1.75,0.0%,0.038,0.6920000000000001,0.722,0.875,Damir Dzumhur,0.57,0.40299999999999997,0.081,0.355,0.452,0.5,1.17,20,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-06-28,Laslo Djere,6-3 6-4 0-6 6-4,1.15,1.8%,0.045,0.613,0.706,0.535,Fabio Fognini,0.53,0.413,0.106,0.3,0.568,0.33,2.25,35,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-06-28,Zhizhen Zhang,7-6(5) 7-6(5),0.88,10.2%,0.061,0.633,0.613,0.5,Alejandro Tabilo,0.48100000000000004,0.376,0.141,0.311,0.542,0.5,1.83,26,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-07-05,Vitaliy Sachko,6-3 7-6(4),0.74,6.7%,0.027000000000000003,0.733,0.636,0.4,Holger Rune,0.44799999999999995,0.314,0.028999999999999998,0.213,0.522,0.25,1.75,22,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-07-05,Federico Coria,6-4 3-6 6-2,1.0,2.4%,0.061,0.598,0.5710000000000001,0.606,Facundo Bagnis,0.5,0.41700000000000004,0.048,0.40399999999999997,0.444,0.45,2.18,27,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021-07-05,Marvin Moeller,7-5 6-0,2.07,6.3%,0.083,0.563,0.889,0.5710000000000001,Daniel Altmaier,0.623,0.517,0.017,0.45899999999999996,0.619,0.71,1.25,18,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-07-05,Riccardo Bonadio,6-1 7-6(4),1.69,17.2%,0.034,0.586,0.853,0.708,Lukas Klein,0.568,0.35,0.033,0.314,0.4,0.29,1.3,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Matteo Viola,6-4 6-4,1.51,11.5%,0.135,0.5379999999999999,0.857,0.5,Carlos Taberner,0.551,0.465,0.0,0.431,0.514,0.33,1.57,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Facundo Bagnis,6-4 6-1,0.69,1.8%,0.0,0.696,0.436,0.529,Hugo Gaston,0.42200000000000004,0.37,0.065,0.22699999999999998,0.5,1.0,1.3,17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Carlos Taberner,7-6(2) 6-7(5) 6-2,1.24,1.8%,0.063,0.613,0.75,0.442,Damir Dzumhur,0.537,0.45799999999999996,0.015,0.405,0.5529999999999999,0.33,3.37,34,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Hugo Gaston,6-4 6-1,1.45,6.5%,0.065,0.478,0.773,0.5,Facundo Bagnis,0.578,0.536,0.018000000000000002,0.564,0.47100000000000003,0.5,1.3,17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Zizou Bergs,6-2 6-1,0.6,2.2%,0.065,0.565,0.5,0.5,Maximilian Marterer,0.396,0.3,0.06,0.242,0.41200000000000003,0.0,1.07,15,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Vitaliy Sachko,7-5 6-2,1.38,12.5%,0.0,0.736,0.679,0.579,Tomas Martin Etcheverry,0.5670000000000001,0.478,0.013999999999999999,0.475,0.483,0.5,1.92,20,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021-07-05,Renzo Olivo,6-7(5) 7-5 6-2,0.91,3.0%,0.01,0.72,0.708,0.5710000000000001,Giulio Zeppieri,0.47200000000000003,0.302,0.043,0.27,0.35700000000000004,0.0,2.93,33,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Zhizhen Zhang,3-6 6-3 6-2,0.61,1.4%,0.068,0.685,0.62,0.565,Francesco Passaro,0.43200000000000005,0.242,0.136,0.156,0.429,1.0,1.37,26,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Elias Ymer,6-3 6-3,1.74,3.9%,0.039,0.569,0.862,0.591,Daniel Altmaier,0.57,0.44299999999999995,0.0,0.341,0.615,0.38,1.28,18,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-07-05,Nicolas Jarry,7-6(6) 6-4,1.0,7.5%,0.0,0.657,0.682,0.609,Jiri Lehecka,0.475,0.344,0.10800000000000001,0.214,0.541,0.12,1.82,23,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-07-05,Alexandre Muller,6-2 6-4,1.23,3.6%,0.018000000000000002,0.6609999999999999,0.6759999999999999,0.579,Jiri Lehecka,0.547,0.44,0.06,0.37,0.522,0.67,1.27,18,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Jakob Aichhorn,6-4 6-3,1.44,17.5%,0.016,0.667,0.738,0.667,Jiri Lehecka,0.557,0.41200000000000003,0.028999999999999998,0.265,0.5589999999999999,0.2,1.33,19,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Facundo Bagnis,6-1 6-2,0.51,0.0%,0.10800000000000001,0.649,0.45799999999999996,0.231,Damir Dzumhur,0.34600000000000003,0.318,0.068,0.25,0.4,0.25,0.95,15,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-07-05,Holger Rune,6-4 6-4,0.69,0.0%,0.091,0.618,0.765,0.524,Lukas Klein,0.45399999999999996,0.226,0.0,0.243,0.188,0.0,1.93,20,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Steven Diez,7-5 2-6 6-3,0.93,9.2%,0.046,0.552,0.688,0.385,Yannick Hanfmann,0.48100000000000004,0.41700000000000004,0.031,0.41700000000000004,0.41700000000000004,0.5,2.32,29,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Filippo Baldi,3-6 3-5 RET,2.33,6.7%,0.022000000000000002,0.778,0.857,0.7,Nuno Borges,0.574,0.414,0.0,0.434,0.353,0.33,1.4,17,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Elias Ymer,2-6 6-3 6-2,1.07,6.0%,0.06,0.672,0.711,0.409,Yannick Hanfmann,0.5,0.414,0.046,0.368,0.5,0.6,1.88,25,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Damir Dzumhur,7-6(2) 6-7(5) 6-2,0.81,1.5%,0.031,0.6409999999999999,0.595,0.447,Carlos Taberner,0.46299999999999997,0.369,0.018000000000000002,0.25,0.5579999999999999,0.3,3.37,34,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Francesco Passaro,3-6 6-3 6-2,1.64,13.6%,0.03,0.682,0.8440000000000001,0.5710000000000001,Zhizhen Zhang,0.568,0.397,0.013999999999999999,0.38,0.435,0.6,1.37,26,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Alexandre Muller,7-5 7-6(3),0.83,2.4%,0.06,0.494,0.732,0.429,Daniel Elahi Galan,0.466,0.35,0.038,0.295,0.41700000000000004,0.25,1.98,25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Nino Serdarusic,7-6(6) 6-4,0.7,7.2%,0.0,0.58,0.85,0.517,Zhizhen Zhang,0.466,0.203,0.125,0.191,0.235,0.0,1.52,23,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Zdenek Kolar,6-2 7-5,2.13,8.0%,0.04,0.56,0.821,0.773,Daniel Altmaier,0.606,0.426,0.0,0.419,0.435,0.75,1.37,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Blaz Rola,5-7 6-2 7-6(4),0.97,3.5%,0.035,0.593,0.608,0.457,Roberto Carballes Baena,0.48700000000000004,0.44,0.11,0.344,0.578,0.5,2.73,33,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Nicolas Jarry,6-7(2) 7-6(4) 7-6(4),1.06,3.4%,0.043,0.607,0.7040000000000001,0.652,Thiago Monteiro,0.504,0.336,0.2,0.21100000000000002,0.5,0.25,3.28,39,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Tomas Machac,7-6(5) 5-7 6-4,1.02,7.3%,0.031,0.698,0.821,0.552,Zizou Bergs,0.505,0.266,0.043,0.14300000000000002,0.447,1.0,2.38,35,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Juan Ignacio Londero,6-4 6-4,0.68,1.6%,0.049,0.59,0.528,0.6,Taro Daniel,0.43,0.3,0.0,0.209,0.529,0.12,1.52,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Dmitry Popko,2-6 7-5 7-6(3),1.02,3.6%,0.018000000000000002,0.536,0.617,0.462,Flavio Cobolli,0.504,0.466,0.017,0.49200000000000005,0.434,0.5,3.02,33,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Thiago Monteiro,6-7(2) 7-6(4) 7-6(4),0.94,20.0%,0.048,0.568,0.789,0.5,Nicolas Jarry,0.496,0.316,0.034,0.29600000000000004,0.348,0.67,3.28,39,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Peter Heller,6-2 6-4,1.59,18.0%,0.02,0.66,0.879,0.41200000000000003,Nicolas Jarry,0.565,0.446,0.031,0.37799999999999995,0.536,0.44,1.27,18,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Maximilian Marterer,6-2 6-1,1.67,6.0%,0.06,0.66,0.758,0.588,Zizou Bergs,0.604,0.5,0.022000000000000002,0.5,0.5,0.44,1.07,15,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Facundo Bagnis,6-4 3-6 6-2,1.0,4.8%,0.024,0.679,0.596,0.556,Federico Coria,0.5,0.415,0.024,0.429,0.39399999999999996,0.31,2.18,27,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021-07-05,Juan Ignacio Londero,6-1 6-4,1.59,11.1%,0.0,0.574,0.8390000000000001,0.478,Federico Coria,0.598,0.5,0.0,0.478,0.52,0.67,1.23,17,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-07-05,Blaz Rola,6-2 7-6(5),1.25,1.4%,0.013999999999999999,0.6990000000000001,0.608,0.727,Federico Coria,0.539,0.444,0.037000000000000005,0.391,0.514,0.33,1.93,21,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-07-05,Mario Vilella Martinez,6-3 6-2,1.49,11.9%,0.034,0.525,0.8059999999999999,0.536,Daniel Altmaier,0.5870000000000001,0.48,0.06,0.25,0.588,0.4,1.3,17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Jiri Lehecka,7-6(6) 6-4,1.0,10.8%,0.075,0.602,0.7859999999999999,0.45899999999999996,Nicolas Jarry,0.525,0.34299999999999997,0.075,0.318,0.391,0.4,1.82,23,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-07-05,Facundo Bagnis,6-4 6-4,0.91,3.4%,0.086,0.569,0.6970000000000001,0.44,Nicolas Jarry,0.475,0.375,0.047,0.353,0.4,0.4,1.5,20,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-07-05,Nicolas Jarry,6-4 6-4,1.1,4.7%,0.031,0.531,0.647,0.6,Facundo Bagnis,0.525,0.414,0.034,0.303,0.56,0.67,1.5,20,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-07-05,Marc Andrea Huesler,6-1 4-6 6-4,1.14,2.6%,0.013000000000000001,0.597,0.5870000000000001,0.581,Federico Coria,0.524,0.47200000000000003,0.045,0.40399999999999997,0.5479999999999999,0.5,1.87,27,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Gerald Melzer,6-3 6-4,1.26,0.0%,0.052000000000000005,0.7140000000000001,0.6729999999999999,0.318,Federico Coria,0.5579999999999999,0.541,0.0,0.515,0.5710000000000001,0.62,2.0,19,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Salvatore Caruso,7-5 5-7 6-2,1.34,8.9%,0.022000000000000002,0.611,0.782,0.5429999999999999,Tomas Martin Etcheverry,0.544,0.41700000000000004,0.028999999999999998,0.39399999999999996,0.45899999999999996,0.45,2.95,32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-07-05,Nerman Fatic,6-3 6-1,3.50,8.1%,0.0,0.703,0.885,0.818,Tomas Martin Etcheverry,0.63,0.473,0.091,0.313,0.696,0.57,1.23,16,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-07-05,Dominic Stricker,7-5 6-4,1.75,12.1%,0.017,0.7759999999999999,0.867,0.5379999999999999,Tomas Martin Etcheverry,0.5589999999999999,0.36200000000000004,0.087,0.21100000000000002,0.5479999999999999,1.0,1.52,22,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Andrea Arnaboldi,7-6(3) 6-2,1.94,5.4%,0.054000000000000006,0.732,0.976,0.33299999999999996,Tomas Martin Etcheverry,0.5670000000000001,0.38,0.027999999999999997,0.33299999999999996,0.462,0.25,1.87,21,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Lukas Klein,6-4 6-4,1.45,0.0%,0.0,0.698,0.757,0.813,Holger Rune,0.546,0.327,0.0,0.235,0.47600000000000003,0.5,1.93,20,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Vit Kopriva,3-6 6-0 7-5,0.84,4.0%,0.02,0.657,0.569,0.441,Zizou Bergs,0.466,0.4,0.022000000000000002,0.373,0.436,0.57,2.47,27,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-07-05,Thomas Fabbiano,6-1 4-6 6-2,1.54,5.7%,0.028999999999999998,0.7,0.7140000000000001,0.619,Holger Rune,0.57,0.484,0.021,0.435,0.5760000000000001,0.42,2.02,25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Daniel Michalski,6-2 6-2,1.91,9.8%,0.0,0.537,0.727,0.632,Vit Kopriva,0.639,0.607,0.0,0.5429999999999999,0.7140000000000001,0.67,1.17,16,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Damir Dzumhur,6-1 6-2,1.95,6.8%,0.091,0.545,0.75,0.6,Facundo Bagnis,0.654,0.622,0.0,0.542,0.769,0.83,0.95,15,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-07-05,Zizou Bergs,3-6 6-0 7-5,1.19,2.2%,0.011000000000000001,0.5670000000000001,0.627,0.564,Vit Kopriva,0.534,0.475,0.04,0.431,0.5589999999999999,0.54,2.47,27,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-07-05,Benoit Paire,6-1 2-6 6-2,1.16,1.3%,0.039,0.526,0.7,0.528,Vit Kopriva,0.529,0.444,0.07400000000000001,0.262,0.6409999999999999,0.5,1.65,23,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Henri Laaksonen,6-4 6-0,0.68,1.8%,0.018000000000000002,0.5820000000000001,0.531,0.217,Vit Kopriva,0.40399999999999997,0.408,0.040999999999999995,0.33299999999999996,0.452,0.5,1.23,16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-07-05,Lukas Rosol,6-3 6-4,2.76,13.0%,0.022000000000000002,0.5429999999999999,0.92,0.81,Marc Andrea Huesler,0.604,0.36,0.06,0.14300000000000002,0.636,0.5,0.9,19,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Jiri Lehecka,6-2 6-4,0.81,6.0%,0.08,0.54,0.63,0.478,Alexandre Muller,0.45299999999999996,0.35700000000000004,0.036000000000000004,0.324,0.42100000000000004,0.2,1.27,18,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Daniel Elahi Galan,7-5 7-6(3),1.2,3.8%,0.063,0.55,0.705,0.583,Alexandre Muller,0.534,0.42200000000000004,0.024,0.268,0.5710000000000001,0.38,1.98,25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Henri Laaksonen,6-1 6-2,1.9,18.8%,0.063,0.563,0.852,0.524,Daniel Altmaier,0.632,0.5529999999999999,0.021,0.278,0.7240000000000001,0.57,0.98,15,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021-07-05,Salvatore Caruso,6-4 3-6 6-3,0.85,9.6%,0.043,0.5529999999999999,0.6729999999999999,0.5479999999999999,Flavio Cobolli,0.475,0.326,0.055999999999999994,0.28800000000000003,0.37799999999999995,0.29,2.38,28,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-07-05,Filippo Baldi,6-2 7-6(3),1.38,4.4%,0.07400000000000001,0.5,0.735,0.529,Flavio Cobolli,0.57,0.507,0.015,0.511,0.5,0.67,1.48,21,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-07-05,Malek Jaziri,6-3 6-4,0.71,17.4%,0.043,0.46399999999999997,0.688,0.43200000000000005,Aleksandar Vukic,0.457,0.319,0.0,0.226,0.5,1.0,1.27,19,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-07-05,Zizou Bergs,7-6(5) 5-7 6-4,0.98,4.3%,0.021,0.596,0.857,0.5529999999999999,Tomas Machac,0.495,0.26,0.073,0.179,0.44799999999999995,0.25,2.38,35,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
